"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Capacity","Age","Model Number","DQ Score"
"TOI","SAN","226914","TENA Lady Extra Plus 8pk","Tena",NA,NA,"8pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","243209","TENA Lady Discreet Mini 20pk","Tena",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","253704","TENA Men Absorbent Protector Level 2 10pk","Tena",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","268846","TENA Lady Normal Duo Pack 24pk","Tena",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","268847","TENA Lady Extra Duo Pack 20pk","Tena",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","272953","TENA Lady Maxi Night 6pk","Tena",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","285566","TENA Lady Normal Aloe Vera 12pk","Tena",NA,NA,"4pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","305114","Lights By TENA Liners Single Wrap 22pk","Tena",NA,NA,"22pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","305118","Lights By TENA Light Liners 28pk","Tena",NA,NA,"28pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","305120","Lights By TENA Liners 24pk","Tena",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","332585","Lights By TENA Liners Duo Pack 48pk","Tena",NA,NA,"48pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","351917","TENA Pants Super Medium 12pk","Tena",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","351918","TENA Pants Plus Medium 9pk","Tena",NA,NA,"9",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","351919","TENA Pants Super Large 12pk","Tena",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352122","Lights By TENA Long Liners 20pk","Tena",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","418192","TENA Pants Plus Extra Large 12pk","Tena",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","418193","TENA Pants Plus Large 8pk","Tena",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","418196","TENA Men Protective Underwear Level 4 8pk","Tena",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","441960","TENA Lady Discreet Pants Large 10pk","Tena",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","441961","TENA Lady Discreet Pants Medium 12pk","Tena",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","157945","Wilko Sanitary Disposal Bags 50pkLightly Fragranced","Wilko",NA,NA,"50pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","SAN","165875","Wilko Ultra Super 12pk","Wilko","Super",NA,"12","Pulp",NA,NA,NA,NA,NA,0.9
"TOI","SAN","165877","Wilko Ultra Towels with Wings Night 10pk","Wilko",NA,NA,"12pk","Pulp",NA,NA,NA,NA,NA,0.85
"TOI","SAN","165879","Wilko Ultra Towel with Wings Regular 14pk","Wilko","Regular",NA,"14","Pulp",NA,NA,NA,NA,NA,0.9
"TOI","SAN","197925","Wilko Discreet Pads Extra 10pk","Wilko",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","197926","Wilko Discreet Pads Normal 12pk","Wilko","Normal",NA,"12pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","197927","Wilko Discrete Pads Mini 20pk","Wilko","Mini",NA,"20pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","198458","Wilko Classic Pant Liners 40pk","Wilko",NA,NA,"40pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","198466","Wilko Maxi Towels Super 18pk","Wilko","Super",NA,"18pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","198467","Wilko Body Shaped Maxi Towels Regular 20pk","Wilko","Regular",NA,"20pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","257631","Wilko Ultra Large Pant Liners 28pk","Wilko","Large",NA,"28pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","281373","Wilko Discreet Fit Pants Medium 80-110cm 12pk","Wilko",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","281374","Wilko Discreet Fit Pants Large 100-135cm 10pk","Wilko",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347498","Wilko Normal Liner 30pk","Wilko",NA,NA,"30","Pulp",NA,NA,NA,NA,NA,0.85
"TOI","SAN","347500","Wilko Liner Extra Large 24pk","Wilko",NA,NA,"24","Pulp",NA,NA,NA,NA,NA,0.85
"TOI","SAN","347507","Wilko Applicator Tampons Regular 20pk","Wilko",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347508","Wilko Applicator Tampons Super 20pk","Wilko",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347511","Wilko Non-Applicator Tampons Super Plus 16pk","Wilko",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347519","Wilko Discreet Pads Extra Plus 8pk","Wilko",NA,NA,"8",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347525","Wilko Non-Applicator Tampons Super 16pk","Wilko",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347528","Wilko Tampons Non Applicator Regular 16pk","Wilko",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","350959","Wilko Ultra Towel Non Wing 16pk","Wilko",NA,NA,"13","Pulp",NA,NA,NA,NA,NA,0.85
"TOI","SAN","417526","Wilko Feminine Intimate Cleansing Wash","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","SAN","418202","Wilko Feminine Intimate Hygiene Wipes 20pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","SAN","238384","Wilko Functional Press on Towels 10pk","Wilko Functional",NA,NA,"10","Pulp",NA,NA,NA,NA,NA,0.85
"TOI","SMO","254601","Crafe Away Mini Filters 10pk","Crafe Away",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","210539","Nicorette Nicotine Gum Freshmint 2mg 105pk","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","210540","Nicorette Nicotine Gum Freshmint 4mg 105pk","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","239845","Nicorette Gum Nicotine Full Strength 4mg 105pk","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","239846","Nicorette Gum Low Strength 2mg 105pk","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","254431","Nicorette Icy White Gum Nicotine Low Strength2mg 105pcs","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","299205","Nicorette Quickmist 1mg","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","451866","Nicorette Gum Freshmint 2mg 25's","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","451867","Nicorette Gum Icy White 2mg 25's","Nicorette",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453187","Nicotinell Mint Chewing Gum 2mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453188","Nicotinell Fruit Chewing Gum 2mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453189","Nicotinell Fruit Chewing Gum 4mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453191","Nicotinell Mint Lozenges 2mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","453196","Nicotinell Mint Lozenge 1mg 96pk","Nicotinell",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","454803","Nicotinell Mint Chewing Gum 4mg 96pcs","Nicotinell",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","183308","NiQuitin 24 Hour Patch Step 1 21mg","NiQuitin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","SMO","183309","NiQuitin CQ Clear 7 Patches Step 2 14mg","NiQuitin",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
