"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"PET","TRT","412166","Nestle Dog Treats Adventuros Venison Strips 90g","Purina One","90g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","TRT","412172","Nestle Dog Treats Adventuros Buffalo Sticks 120g","Purina One","120g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","TRT","333149","Top Life Puppy Milk 200ml","Rosewood","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","453237","Rosewood Magic Bone Chicken Mini Bones 7pk","Rosewood","Small",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453238","Rosewood Magic Bone Chicken Medium Bone 2pk","Rosewood","Medium",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453239","Rosewood Magic Bone Chicken Mega Bone","Rosewood","12cm x 3cm x 28cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","454020","Scooby Snacks Dog Treat Adult","Scooby Doo","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","454021","Scooby Snacks Dog Treat Puppy","Scooby Doo","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","454022","Scooby Doo Activity Ball","Scooby Doo","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453247","Wagg Low Fat Dog Treats 125g","Wagg","125g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453248","Wagg Tasty Bones Dog Treats 150g","Wagg","150kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453249","Wagg Dog Training Treats 125g","Wagg","125g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453250","Wagg Tasty Chunks Dog Treats 150g","Wagg","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","182771","Webbox Dog Treats Liver Sizzlers 150g","Webbox","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","138262","Wilko Dog Treats Chewy Chips Bacon 5pk","Wilko","5 Pk",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","149697","Wilko Dog Treats Chewy Chips Beef 5pk","Wilko","5 Pk",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","149698","Wilko Dog Treats Chewy Chips Chicken 5pk","Wilko","5Pk",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","166178","Wilko Dog Treats Chewy Beef Flavour 20pk","Wilko","180g",NA,"20",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","166179","Wilko Dog Treats Chewy Chicken Flavour 20pk","Wilko","180g",NA,"20",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","166180","Wilko Dog Treats Chewy Liver Flavour 20pk","Wilko","180g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","225410","Wilko Dog Treats Chewy Bacon 85g","Wilko","85g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","225413","Wilko Dog Treats Meaty Sticks Chicken 15pk","Wilko","108g",NA,"15",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","228587","Wilko Dog Treats Dental Sticks 7pk","Wilko","182g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","228589","Wilko Dog Treats Chewy Log Bone 2pk","Wilko","100g",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","254743","Wilko Dog Treats Chewy Log Small 4pk","Wilko","180g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","265842","Wilko Dog Treats Chewy Dental Stick  28pk","Wilko","728g",NA,"28",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","267006","Wilko Dog Treats Biscuit Gravy Bones 400g","Wilko","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","290450","Wilko Dog Treats Dental Sticks 7pk","Wilko","Small",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","303711","Wilko Dog Treats Beef for Adult Dogs 7pk","Wilko","7x11g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","303712","Wilko Dog Treats Crunchy Tripe Stick 10pk","Wilko","60g",NA,"10",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","303718","Wilko Dog Treats Hotdog Sausages 4pk","Wilko","220g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","330117","Wilko Dog Treats Dental Chewy Sticks 7pk","Wilko","Large",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","348911","Wilko Dog Treats Mini Dental Stick 170g","Wilko","170g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","410492","Wilko Dog Treat Fruit Flavour Log Bone 80g","Wilko","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","410515","Wilko Dog Treats Marrowbone Rolls 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","410997","Wilko Dog Treat Chicken Flavoured Sterilised Bone","Wilko","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","410999","Wilko Dog Treat Meat Filled Rawhide Wrap","Wilko","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","412378","Wilko Dog Treats Chicken Dumbells 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","412379","Wilko Dog Treats Chicken and Calcium Bones 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","412380","Wilko Dog Treats Chicken and Hide Twisters 90g","Wilko","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","416960","Wilko Dog Treats Meaty Twists with Chicken","Wilko","105g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430490","Wilko Dog Treats Chicken Gravy Bones 400g","Wilko","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430491","Wilko Dog Treats Crunchy Mini Marrowbone Rolls500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430575","Wilko Dog Treats Deep Clean Dental Chew 90g","Wilko","90g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","430576","Wilko Dog Treats Meat Filled Dental Sticks 7pk180g","Wilko","180g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430577","Wilko Dog Treats Meaty Log Twist 2 x 100g","Wilko","2x100g",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430578","Wilko Dog Treats Chewy Mixed Strips 20pk 180g","Wilko","180g",NA,"20",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430580","Wilko Dog Treats Joint Aid Sticks 7pk 175g","Wilko","175g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430581","Wilko Dog Treats Cheesy Bites 140g","Wilko","140g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","430583","Wilko Dog Treat T-Bone Steaks 150g","Wilko","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431480","Wilko Dog Treat Rawhide Braid Small 55g","Wilko","55G",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431481","Wilko Dog Treats Chicken or Vegetable Assortment","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","TRT","431482","Wilko Dog Treats Beef Dumbbells 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431483","Wilko Dog Treats Beef Fillets 90g","Wilko","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431484","Wilko Dog Treats Chicken Twists Value Pack 400g","Wilko","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431485","Wilko Dog Treats Chicken Strips Value Pack 400g","Wilko","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431486","Wilko Dog Treats Chicken Calcium Bones Value Pack400g","Wilko","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431487","Wilko Dog Treats Duck Twists 70g","Wilko","70g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","431488","Wilko Dog Treats Duck and Calcium Bones 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","432731","Wilko Dog Treats Dental Minty Sticks Medium/Large28pk","Wilko","728g",NA,"28",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","452942","Wilko  Dog Meaty Treats Bacon 200g","Wilko","200g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453025","Wilko Veg Twist Dog Treat","Wilko","2cm x 2cm x 30cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453026","Wilko Large Chewy Braid Dog Treat","Wilko","7cm x 2cm x 30cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453028","Wilko Dog Treat Cheesy Drops 200g","Wilko","6cm x 11cm x 20cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453029","Wilko Dog Treat Chicken Drops 200g","Wilko","6cm x 11cm x 20cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453455","Wilko Dog Treat Medley 140g","Wilko","140g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453456","Wilko Mini Bone Dog Training Treats 140g","Wilko","140g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453457","Wilko Deli Beef Sausages Dog Treat 60g","Wilko","3cm x 12cm x 16cm",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453788","Wilko Chewy Roll with Chicken","Wilko","26cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453792","Wilko Chewy Twists with Beef 70g","Wilko","70g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","456186","Wilko Meaty Sticks Mixed - Beef, Chicken & Liver15pk","Wilko","135g",NA,"13",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","70413","Wilko Dog Treats Crunchy Biscuit Selection 800g","Wilko","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","70414","Wilko Dog Treats Crunchy Biscuit Bones 650g","Wilko","650g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","80469","Wilko Dog Treats with Beef 200g","Wilko","200g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","85484","Wilko Dog Treats with Chicken 200g","Wilko","200g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","94528","Wilko Dog Treats Mini Biscuit Bones 250g","Wilko","250g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","9522045","Wilko Dog Treats Choc Drops 250g","Wilko","250g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","310065","Wilko Best Dog Treats Chicken Fillets 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","310066","Wilko Best Dog Treats Duck Fillets 80g","Wilko Best","80g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","334043","Wilko Best Dog Treats Chicken and Fish Rolls 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","411005","Wilko Dog Treats Sweet Potato and Chicken Wrap100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","431490","Wilko Best Dog Treats Salmon Strips 90g","Wilko Best","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453789","Wilko Best Chicken Fillets Value Pack 400g","Wilko Best","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453790","Wilko Best Duck Fillets Value Pack 320g","Wilko Best","320g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","453791","Wilko Best Pork and Apple Wraps 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","162268","Wilko Functional Dog Treats Hide Roll Cigar2pk","Wilko Functional","Large",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","163471","Wilko Functional Dog Treats Flat Hide 50pk","Wilko Functional","50pk",NA,"50",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","163473","Wilko Functional Dog Treats Munchy Rolls 100pk","Wilko Functional","100pk",NA,"100pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","163474","Wilko Functional Dog Treat Hide Twist","Wilko Functional","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","182773","Wilko Dog Treats Jerky Snacks 100g","Wilko Functional","100g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","TRT","199246","Wilko Functional Dog Treat Golden Hide RollLarge","Wilko Functional","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","209964","Wilko Functional Dog Treat Paddywack 175g","Wilko Functional","175g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","46090","Wilko Functional Dog Treat Knuckle Bone Large","Wilko Functional","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","7975","Wilko Functional Dog Treat Knotted Bone Medium","Wilko Functional","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","8043","Wilko Functional Dog Treat Knuckle Bone Medium","Wilko Functional","Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","80724","Wilko Dog Treat Roast Knuckle Beef Bone","Wilko Functional","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","94186","Wilko Dog Treat Meat Filled Sterilised Bone 190g","Wilko Functional","190g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","94193","Wilko Dog Treat Dried Tripe Sticks 100g","Wilko Functional","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","9522054","Wilko Functional Dog Treat Knuckle Bone Small","Wilko Functional","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","9522056","Wilko Functional Dog Treat Hide Shoe","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","303768","Mr Johnsons Premium Poultry Mixed Corn 5kg","Mr Johnsons","5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","303771","Mr Johnsons Natural Layers Pellets 5kg","Mr Johnsons","5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","443546","Mr Johnsons Wildlife Hedgehog Food 750g","Mr Johnsons","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","443547","Mr Johnsons Swan Duck and Goose Food 750g","Mr Johnsons","750g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","312575","Peckish Wild Bird Winter Warmer Seed 1kg","Peckish","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","312576","Peckish Wild Bird Complete 5 in 1 Mix 1kg","Peckish","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","406645","Peckish Wild Bird Complete Seed 2kg","Peckish","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","406648","Peckish Wild Bird Winter Warmer Seed Mix 1.7kg","Peckish","1.7kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","406649","Peckish Wild Bird Daily Goodness Seed 1kg","Peckish","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","406655","Peckish Wild Bird 3 Port Seed Feeder","Peckish",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","427660","Peckish Wild Bird Complete Easy Feeder 400g","Peckish","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","427662","Peckish Wild Bird Complete Energy Ball 24pk","Peckish","24Pk",NA,"24",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","427672","Peckish Wild Bird All Weather Seed Feeder","Peckish",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","298736","Wilko Wild Bird Metal Seed Feeder","Supa",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","WIL","121962","Wilko Wild Bird Fat Balls 4pk","Wilko","90g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","193722","Wilko Wild Bird Cake and Scrap Feeder","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","193725","Wilko Wild Bird Peanut Feeder Assorted Colours","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","193736","Wilko Wild Bird Fat Ball Feeder","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","195071","Wilko Wild Bird Seed Block","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","196266","Wilko Wild Bird Coconut Suet Feeder","Wilko","180g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","209876","Wilko Wild Bird Sunflower Hearts 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","228593","Wilko Wild Bird Fat Balls 10pk","Wilko","10x90g",NA,"10",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","229003","Wilko Wild Bird Suet with Mealworm 300g","Wilko","300g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","249527","Wilko Wild Bird Suet with insect 300g","Wilko","300g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","249528","Wilko Wild Bird Suet with Fruit Mix 300g","Wilko","300g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","259596","Wilko Wild Bird Fat Balls Tub 50 x 90g","Wilko","50pk",NA,"50 x 90g",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","261287","Wilko Wild Bird Robin Seed 900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","266861","Wilko Wild Bird Suet Pellets with Insect 550g","Wilko","550g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","266938","Wilko Wild Bird Suet Pellets with Berry 550g","Wilko","550g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","266939","Wilko Wild Bird Suet Pellets with Mealworm 550g","Wilko","550g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","282964","Wilko Wild Bird Niger Seed 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","298739","Wilko Wild Bird Peanut Cage Feeder","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","298740","Wilko Wild Bird Seed Cage Feeder","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","301032","Wilko Wild Bird Seed 12.75kg","Wilko","12.75kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","303756","Wilko Wild Bird Finch Special Mix Seed 900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","303757","Wilko Wild Bird Special Mix Seed for Small Birds900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","303762","Wilko Wild Bird Blue Tit Seed 900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","303763","Wilko Wild Bird Blackbird and Thrush Seed 900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","303767","Wilko Wild Bird Ground and Table Mixed Seed 900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","303781","Wilko Wild Bird Nesting Box","Wilko",NA,NA,"1","China Fir","No",NA,"N/A","N/A","N/A","N/A",0.65
"PET","WIL","314705","Wilko Wild Bird Sunflower Hearts 12.75kg","Wilko","12.75kg",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","314706","Wilko Wild Bird Peanuts 12.75kg","Wilko","12.75kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407642","Wilko Wild Bird Seed 5kg","Wilko","5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407643","Wilko Wild Bird Peanut Kibbles 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407644","Wilko Wild Bird Peanuts 4kg","Wilko","4kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407646","Wilko Wild Bird Suet Pellets with Berry 3kg","Wilko","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407647","Wilko Wild Bird Suet Pellets with Mealworm 3kg","Wilko","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407648","Wilko Wild Bird Suet Pellets with insect 3kg","Wilko","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","407785","Wilko Wild Bird Sunflower Hearts 4kg","Wilko","4kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412088","Wilko Wild Bird Suet Nuggets 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412092","Wilko Wild Bird Suet Blocks with Berry 6pk","Wilko","6x300g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412095","Wilko Wild Bird Suet Blocks with Mealworm 6pk","Wilko","6 x 300g",NA,"6 x 300g",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412096","Wilko Wild Bird Suet Blocks with Insects 6pk","Wilko","6x300g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412098","Wilko Wild Bird No Mess Mix Seed 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412118","Wilko Wild Bird Mealworm 90g","Wilko","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412120","Wilko Wild Bird Mealworm 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412123","Wilko Wild Bird Insect Medley 90g","Wilko","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412534","Wilko Wild Bird Suet Log with Insect 6pk","Wilko","6x90g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412537","Wilko Wild Bird Suet Log with Berry 6pk","Wilko","6x90g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412538","Wilko Wild Bird Suet Log with Mealworm 6pk","Wilko","6x90g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","412540","Wilko Wild Bird Suet Log Feeder","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","416896","Wilko Wild Bird Butter with Peanut and Mealworm350g","Wilko","350g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","440446","Wilko Wild Bird Suet Log with Insect","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","440447","Wilko Wild Bird Suet Log with Berry","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","442024","Wilko Ultimate Fat Ball 10pk","Wilko",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","WIL","442210","Wilko Metal Niger Seed Feeder","Wilko","14cm x 14cm x 30.8cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","443542","Wilko Wild Bird Suet Balls 30pk","Wilko","2.7kg",NA,"30",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","443543","Wilko Wild Bird Premium Seed 12.75kg","Wilko","12.75kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","443544","Wilko Wild Bird Robin Seed 2kg","Wilko","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","443545","Wilko Wild Bird No Mess Seed 2kg","Wilko","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","445631","Wilko Wild Bird Suet Granola 1kg","Wilko","1 kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","450311","Wilko Easy Clean Wooden Bird Box","Wilko","24cm",NA,"1","FSC China Fir","No",NA,"N/A","N/A","N/A","N/A",0.65
"PET","WIL","450318","Wilko Easy Clean Bird Table","Wilko","120cm Height",NA,"1","FSC China Fir","No",NA,"N/A","N/A","N/A","N/A",0.65
"PET","WIL","450319","Wilko Premium Easy Clean Bird Table","Wilko",NA,NA,"1","FSC China Fir","No",NA,"N/A","N/A","N/A","N/A",0.65
"PET","WIL","450340","Wilko 2in1 Wild Bird Flower Stake Feeder","Wilko","14cm x 14cm x 75cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","450501","Wilko Wild Bird Seed/Niger Easy Feeder","Wilko","30.2cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","450502","Wilko Wild Bird Peanut/Suet Pellet Easy Feeder","Wilko","30.2cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","455411","Wilko Berry Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","455412","Wilko Insect Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","455413","Wilko Mealworm Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","455414","Wilko Peanut Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1","Suet Product","No",NA,NA,NA,NA,NA,0.65
"PET","WIL","455415","Wilko Berry Suet Pellet 12.55kg","Wilko","1.5cm X .5cm X .5 cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","455416","Wilko Insect Suet Pellet 12.55kg","Wilko","1.5cm X .5cm X .5 cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","455417","Wilko Mealworm Suet Pellet 12.55kg","Wilko","1.5cm X .5cm X .5 cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","80609","Wilko Wild Bird Peanuts 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","81426","Wilko Wild Bird Seed 2kg","Wilko","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","WIL","121998","Wilko Functional Wild Bird Seed Feeder","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
