"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Power","Pack Qty","Size","Age","Material","Model Number","Capacity","Washable","Assembly","DQ Score"
"DIY","DOO","343521","Wilko Knob Brass Victorian 32mm","Wilko","Door Knobs","Metal",NA,"1","32mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343524","Wilko Door Knob Satin Victorian 32mm","Wilko","Door Knobs","Red",NA,NA,"32mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343525","Wilko Fleur Handle Black 175mm","Wilko","Door Handles","Metal",NA,NA,"175mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343526","Wilko D Sash Type Handle 100mm","Wilko","Door Handles",NA,NA,"1","100mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343527","Wilko Door Handle Bright Chrome 155mm","Wilko","Cupboard Handles","Metal",NA,NA,"128mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343553","Wilko Dimpled Handle Satin 155mm","Wilko","Cupboard Handles",NA,NA,NA,"128mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343554","Wilko Fleur Handle 100mm","Wilko","Door Handles",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343558","Wilko Knob Brass Victorian 25mm","Wilko","Door Knobs","Metal",NA,"1","25mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343563","Wilko Knob Brass Victorian 38mm","Wilko","Door Knobs","Metal",NA,NA,"38mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343670","Wilko Glide Bolt Brass  4in","Wilko","Door Bolts",NA,NA,"1","4in",NA,"Brass",NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343671","Wilko Glide Bolt Brass  6in","Wilko","Door Bolts",NA,NA,NA,"6in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343672","Wilko Glide Bolt Chrome 4in","Wilko","Door Bolts",NA,NA,"1","4in",NA,"Brass",NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343673","Wilko Glide Bolt Chrome 6in","Wilko","Door Bolts",NA,NA,NA,"6in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343690","Wilko Bow Handle Satin 150mm","Wilko","Cupboard Handles",NA,NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343691","Wilko Bo Handle Matt   Nickel 96mm","Wilko","Cupboard Handles",NA,NA,NA,"105mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343694","Wilko Door Knob Chrome  Button 25mm","Wilko","Door Knobs","Metal",NA,"1","25mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343695","Wilko Door Knob Chrome Button 38mm","Wilko","Door Knobs","Metal",NA,NA,"38mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343696","Wilko Door Knob Chrome  Button 32mm","Wilko","Door Knobs","Metal",NA,"1","32mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343697","Wilko Door Knob Brass   Georgian 25mm","Wilko","Door Knobs","Metal",NA,"1","25mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","343698","Wilko Door Knob Brass   Georgian 38mm","Wilko","Door Knobs","Metal",NA,NA,"38mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343699","Wilko Door Knob Brass   Georgian 32mm","Wilko","Door Knobs","Metal",NA,NA,"32mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343700","Wilko Door Knob Satin   Button 25mm","Wilko","Door Knobs","Red",NA,NA,"25mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343701","Wilko Door Knob Satin   Button 38mm","Wilko","Door Knobs","Red",NA,NA,"38mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343933","Wilko Paris Round Rose Chrome","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343934","Wilko Paris Latch Satin Nickel","Wilko","Door Handles",NA,NA,NA,"15.5x4.5cm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343936","Wilko Paris Round Rose Satin Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343939","Wilko Seville     Latch Satin Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343992","Wilko Seville Lock Satin Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343993","Wilko Versailles Latch Chrome Effect","Wilko","Door Handles",NA,NA,NA,"2 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343994","Wilko Versailles Lock Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343995","Wilko Versailles Round  Rose Chrome Door Handle","Wilko","Door Handles",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","343996","Wilko Versailles Latch Matt Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343997","Wilko Versailles Lock Matt Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343999","Wilko Toulouse Latch Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344000","Wilko Toulouse Lock Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344001","Wilko Toulouse Round Rose Door Handle Chrome","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344003","Wilko Toulouse Lock Matt Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344005","Wilko S Shaped Round Rose Handle Satin Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344010","Wilko Escutcheon Brass","Wilko","Escutcheon",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344011","Wilko Escutcheon Chrome","Wilko","Escutcheon",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344014","Wilko Door Stopper Floor Mounted Chrome","Wilko","Door Stops",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344015","Wilko Door Stopper Floor Mounted Brass","Wilko","Door Stops",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344021","Wilko Casement Stay Chrome  Effect 10in","Wilko","Casement Stay",NA,NA,"1","10in",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","344022","Wilko Cylinder Pull Chrome","Wilko","Euro Cyclinder",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344023","Wilko Cylinder Pull Brass","Wilko","Euro Cyclinder",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344025","Wilko Slim Door Knocker Chrome Plated","Wilko","Door Knockers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344026","Wilko Standard Brass Door Knocker","Wilko","Door Knockers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344027","Wilko Brass Letter Plate 10in","Wilko","Letter Box",NA,NA,NA,"10in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344029","Wilko Casement Stay Brass 10in","Wilko","Casement Stay",NA,NA,NA,"10in",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344030","Wilko Letter Plate Chrome 10in","Wilko","Letter Box",NA,NA,NA,"10in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344031","Wilko Number 2 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344032","Wilko Number 3 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344033","Wilko Number 4 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344034","Wilko Number 5 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"8cmx4cm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344035","Wilko Number 6/9 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344036","Wilko Number 7 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344037","Wilko Number 8 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344038","Wilko Number 0 Chrome","Wilko","Chrome Numbers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344060","Wilko Seville Latch  Black Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344062","Wilko Seville Round Rose Sat/Black","Wilko","Door Handles","Black",NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344067","Wilko Chateau Latch Matt Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344068","Wilko Chateau Round Rose Mat Crome","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344070","Wilko Belmont Round Rose Satin","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344072","Wilko Ambassador  Round Rose","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344073","Wilko Paris Latch Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344074","Wilko Paris Lock Chrome Effect","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344253","Wilko Light Butt Hinge Chrome Plated 25mm","Wilko","Door Hinges",NA,NA,NA,"25mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344254","Wilko Light Butt Hinge Chrome Plated 38mm","Wilko","Door Hinges",NA,NA,NA,"38mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344255","Wilko Light Butt Hinge Chrome Plated 50mm","Wilko","Door Hinges",NA,NA,NA,"50mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344256","Wilko Light Butt Hinge Chrome Plated 65mm","Wilko","Door Hinges",NA,NA,NA,"65mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344257","Wilko Light Butt Hinge Chrome Plated 75mm","Wilko","Door Hinges",NA,NA,NA,"75mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344258","Wilko Butt hinge Stainless Steel Satin 75mm","Wilko","Door Hinges",NA,NA,"1","75mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","344259","Wilko Light Butt Hinge Chrome Plated 100mm","Wilko","Door Hinges",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344261","Wilko Butt Hinge Satin Stainless Steel 100mm","Wilko","Door Hinges",NA,NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344264","Wilko Brass Number 1","Wilko","Brass Numbers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344265","Wilko Brass Number 2","Wilko","Brass Numbers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344266","Wilko Brass Number 3","Wilko","Brass Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344267","Wilko Brass Number 4","Wilko","Brass Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344275","Wilko Brass Number 5","Wilko","Brass Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344276","Wilko Brass Number 6/9","Wilko","Brass Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344277","Wilko Brass Number 7","Wilko","Brass Numbers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344430","Wilko Brass Number 8","Wilko","Brass Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344557","Wilko Brass Number 0","Wilko","Brass Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344584","Wilko Curved Bar Matt Chrome 128mm","Wilko","Cupboard Handles",NA,NA,NA,"128mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344585","Wilko Curved Bar Matt Chrome 96mm","Wilko","Cupboard Handles",NA,NA,"1","Medium 96mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344589","Wilko Curved Bar Chrome 96mm","Wilko","Cupboard Handles","Red",NA,NA,"96mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344604","Wilko Flat/Curve Satin Finish Handle 96mm","Wilko","Cupboard Handles",NA,NA,NA,"96mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344650","Wilko U Shape Knocker   Antique","Wilko","Door Knockers","Metal",NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344656","Wilko Spiral D Pewter Knob","Wilko","Cupboard Handles","Metal",NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344657","Wilko Handle Antique 96mm","Wilko","Cupboard Handles","Metal",NA,NA,"96mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344658","Wilko Handle Pewter 96mm","Wilko","Cupboard Handles","Metal",NA,NA,"96mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344669","Wilko Shell Handle  Pewter","Wilko","Cupboard Handles","Metal",NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344684","Wilko Number 1 Chrome","Wilko","Chrome Numbers",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344723","Wilko Square Knob Satin 25mm","Wilko","Cupboard Knobs","Red",NA,NA,"28mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344726","Wilko Curve Square Chrome Handle 32mm","Wilko","Cupboard Knobs",NA,NA,NA,"28mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344731","Wilko Glitter Heart Knob","Wilko","Door Knobs",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344733","Wilko Button Knob","Wilko","Cupboard Knobs",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344735","Wilko Antique Shell Handle","Wilko","Cupboard Handles","Metal",NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344916","Wilko Cranked Hinge Brassed 50 x 10mm","Wilko","Door Hinges",NA,NA,"1","50x10mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344917","Wilko Butt Hinge  Brassed 38mm","Wilko","Door Hinges","Metal",NA,NA,"38mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344918","Wilko Butt Hinge  Brassed 50mm","Wilko","Door Hinges","Metal",NA,"1","50mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344920","Wilko Butt Hinge  Brassed 75mm","Wilko","Door Hinges","Metal",NA,"1","75mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344921","Wilko Butt Hinge  Brassed 100mm","Wilko","Door Hinges","Metal",NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344923","Wilko Butt Hinge Steel Self Colour 38mm","Wilko","Door Hinges","Metal",NA,"1","38mm",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","344924","Wilko Butt Hinge Steel Self Colour 100mm","Wilko","Door Hinges","Metal",NA,NA,"100mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344926","Wilko Flush Hinge Brassed 40mm","Wilko","Door Hinges",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344930","Wilko Cabinet Hinge Concealed Spring 26mm","Wilko","Door Hinges",NA,NA,NA,"26mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","344932","Magnetic Catch White Single Plate","Wilko","Door Catches",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.81
"DIY","DOO","344969","Wilko Belmont Lock Brass Satin Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345044","Wilko Door Stop Spring Brass","Wilko","Door Stops",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","345045","Wilko Door Stop Spring Chrome Plated","Wilko","Door Stops",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","345046","Wilko Rubber Door Stop  Black Round","Wilko","Door Stops",NA,NA,"1","3cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","345064","Wilko Door Stop Projection Chrome Effect","Wilko","Door Stops",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","345454","Wilko Paris Latch Black Satin Nickel","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345456","Wilko Ambassador Latch Chrome","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345457","Wilko Ambassador Lock Chrome","Wilko","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345458","Wilko Chrome Night Latch","Wilko","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","4495440","Wilko Rim Lock 101 x 76mm","Wilko","Door Locks",NA,NA,NA,"4in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","4495840","Wilko Door Lock 3 Lever Mortice 65mm","Wilko","Door Locks",NA,NA,NA,"2.5in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","4537940","Wilko Bales Catch Number 7 19mm","Wilko","Door Catches",NA,NA,NA,"19mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","DOO","4538343","Wilko Ball Catch Adjustable Double Brass","Wilko","Door Catches",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","4543740","Wilko Roller Door Catch Adjustable Brass Effect","Wilko","Door Catches",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","59348","Wilko 5 Lever Mortice lock 65mm","Wilko","Door Locks",NA,NA,NA,"65mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","59349","Wilko 5 Lever Mortice Sashlock 65mm","Wilko","Door Locks",NA,NA,NA,"65mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","59351","Wilko Door Security Bolts 2pk","Wilko","Door Bolts",NA,NA,"2pk","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","343132","Wilko Plastic D Shape Handles White 100mm","Wilko Functional","Cupboard Handles","White",NA,"4pk","105mm",NA,NA,NA,NA,NA,NA,0.891666666666667
"DIY","DOO","343507","Wilko Plastic Knob White 32mm 8pk","Wilko Functional","Cupboard Knobs","White",NA,"1","32mm",NA,NA,NA,NA,NA,NA,0.891666666666667
"DIY","DOO","343508","Wilko Plastic Knob White 48mm 8pk","Wilko Functional","Cupboard Knobs","White",NA,"1","48mm",NA,NA,NA,NA,NA,NA,0.891666666666667
"DIY","DOO","344049","Wilko Functional Lever Latch Aluminium","Wilko Functional","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344050","Wilko Functional Lever Lock Aluminium","Wilko Functional","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344051","Wilko Functional Georgian Latch Brass","Wilko Functional","Door Handles",NA,NA,NA,"2 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344052","Wilko Functional  Georgian Lock Brass","Wilko Functional","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344053","Wilko Functional Victorian Scroll Latch","Wilko Functional","Door Handles",NA,NA,NA,"2 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344054","Wilko Functional  Victorian Scroll Lock","Wilko Functional","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","344055","Wilko Victorian Functional Latch Chrome","Wilko Functional","Door Handles",NA,NA,NA,"2 Pack",NA,NA,NA,NA,NA,NA,0.775
"DIY","DOO","344056","Wilko  Functional  Victorian lock Chrome","Wilko Functional","Door Handles",NA,NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.833333333333333
"DIY","DOO","344057","Wilko Functional Victorian Knob Chrome","Wilko Functional","Door Knobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344058","Wilko Functional Victorian Knob Brass","Wilko Functional","Door Knobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","344059","Wilko  Functional Georgian knob Brass","Wilko Functional","Door Knobs",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.775
"DIY","DOO","276978","Yale Deadlocking Nightlatch High Security 40mmPart Number P85 DMG","Yale","Door Locks",NA,NA,NA,"2.5in, 64mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","276996","Yale Lock Replacement Rim Cylinder with KeysPart Number P1109","Yale","Door Locks",NA,NA,NA,"1 Pack",NA,"Brass",NA,NA,NA,NA,0.883333333333333
"DIY","DOO","336919","Yale Replacement Window Handle PVCu White","Yale","Window Handles","White",NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","DOO","345430","Yale Traditional Nightlatch Standard Security60mm Part Number P77","Yale","Door Locks",NA,NA,"1","60mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345431","Yale Deadlocking Nightlatch High Security ChromeEffect 40mm Part Number P85","Yale","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345432","Yale Deadlocking Nightlatch High Security ChromeEffect 60mm Part Number P89","Yale","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345433","Yale Sashlock British Standard Maximum SecurityChrome Effect 64mm Part Number PM560","Yale","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345434","Yale Deadlock British Standard 5 Lever ChromeEffect 64mm Part Number PM562","Yale","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345435","Yale Sashlock 2 lever Standard Security BrassEffect 64mm Part Number PM246","Yale","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345436","Yale Sashlock 2 Lever Standard Security ChromeEffect 64mm Part Number PM246","Yale","Door Locks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345437","Yale Bathroom Mortice Lock 2 1/2 Chrome","Yale","Door Handles",NA,NA,"1","10cm x 6cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345438","Yale Sashlock Bathroom Standard Security BrassFinish Part Number PM236","Yale","Door Handles",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345439","Yale Rim Cylinder Replacement Standard SecurityChrome Effect Part Number P1109","Yale","Euro Cyclinder",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345441","Yale Replacement Door Lock Cylinder MaximumSecurity Part Number PKM3545","Yale","Euro Cyclinder",NA,NA,"1","35x45mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345442","Yale Euro Profile Cylinder British Standard HighSecurity Part Number PKM4050","Yale","Euro Cyclinder",NA,NA,NA,"40x50mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","345443","Yale Euro Profile Cylinder British Standard HighSecurity Part Number PKM4045","Yale","Euro Cyclinder",NA,NA,"1","40x45mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345444","Yale Euro Profile Cylinder British Standard HighSecurity Part Number PKM3535","Yale","Euro Cyclinder",NA,NA,NA,"35x35mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","345445","Yale PVCu Window Stop Standard Security WhitePart Number VK8k103","Yale","Window Stop",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.93
"DIY","DOO","345446","Yale Tubular Latch Standard Security Brass Effect64mm Part Number PM888","Yale","Tubular Latch",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345447","Yale Tubular Latch Standard Security Chrome Effect64mm/2.5in PM888","Yale","Tubular Latch",NA,NA,NA,"2.5in",NA,NA,NA,NA,NA,NA,0.825
"DIY","DOO","345448","Yale Tubular Latch Standard Security Brass Effect76mm/3in PM888","Yale","Tubular Latch",NA,NA,"1","3in",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","DOO","345449","Yale Tubular Latch Standard Security Chrome Effect76mm/3in PM888","Yale","Tubular Latch",NA,NA,"1","3in",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","ELE","455049","British General Double Socket 4 Gang USB White 4.2amp","British General","USB Socket",NA,NA,"1",NA,NA,"Plastic, Metal",NA,NA,NA,NA,0.883333333333333
"DIY","ELE","455050","British General Double Socket USB Brushed Steel 4.2amp","British General","USB Socket",NA,NA,"1",NA,NA,"Plastic, Metal",NA,NA,NA,NA,0.883333333333333
"DIY","ELE","455051","British General Double Socket USB Chrome 4.2amp","British General","USB Socket",NA,NA,"1",NA,NA,"Plastic, Metal",NA,NA,NA,NA,0.883333333333333
